Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
get_the_phone_7ebaad9f	ad	That's... well it's not too important.	game/tl/test/day_zero.rpy	253	ad "[what]"
get_the_phone_afeac391	ad	Any relevant skills?	game/tl/test/day_zero.rpy	259	ad "[what]"
get_the_phone_26f5a21c	ad	Any relevant skills?	game/tl/test/day_zero.rpy	265	ad "[what]" nointeract
get_the_phone_0e1e80f2	ad	I'm not sure... oh, it's fine.	game/tl/test/day_zero.rpy	271	ad "[what]"
get_the_phone_0e1e80f2_1	ad	I'm not sure... oh, it's fine.	game/tl/test/day_zero.rpy	277	ad "[what]"
get_the_phone_0e1e80f2_2	ad	I'm not sure... oh, it's fine.	game/tl/test/day_zero.rpy	283	ad "[what]"
get_the_phone_0e1e80f2_3	ad	I'm not sure... oh, it's fine.	game/tl/test/day_zero.rpy	289	ad "[what]"
get_the_phone_0e1e80f2_4	ad	I'm not sure... oh, it's fine.	game/tl/test/day_zero.rpy	295	ad "[what]"
get_the_phone_c31c092b	ad	Lastly, what's your education background?	game/tl/test/day_zero.rpy	301	ad "[what]"
get_the_phone_3bdc7326	ad	Lastly, what's your education background?	game/tl/test/day_zero.rpy	307	ad "[what]" nointeract
get_the_phone_d6a3238b	ad	Hmm, I guess that works?	game/tl/test/day_zero.rpy	313	ad "[what]"
get_the_phone_d6a3238b_1	ad	Hmm, I guess that works?	game/tl/test/day_zero.rpy	319	ad "[what]"
get_the_phone_d6a3238b_2	ad	Hmm, I guess that works?	game/tl/test/day_zero.rpy	325	ad "[what]"
get_the_phone_d6a3238b_3	ad	Hmm, I guess that works?	game/tl/test/day_zero.rpy	331	ad "[what]"
get_the_phone_d6a3238b_4	ad	Hmm, I guess that works?	game/tl/test/day_zero.rpy	337	ad "[what]"
get_the_phone_97609bda	ad	Ok, great! I'll take care of the filing.	game/tl/test/day_zero.rpy	343	ad "[what]"
get_the_phone_c567380d	ad	I'm sure you're eager to start your journey here, so take the headset and follow along!	game/tl/test/day_zero.rpy	349	ad "[what]"
get_the_phone_2cc9f314	ad	This is the lobby	game/tl/test/day_zero.rpy	355	ad "[what]"
get_the_phone_e0e0cb79	ad	This is antiquities	game/tl/test/day_zero.rpy	361	ad "[what]"
get_the_phone_89114b8e	gi	Something rude about the admin	game/tl/test/day_zero.rpy	367	gi "[what]"
get_the_phone_3f8cb39e	pc	What?	game/tl/test/day_zero.rpy	373	pc "[what]"
get_the_phone_7b2cd275	ad	Moving on.	game/tl/test/day_zero.rpy	379	ad "[what]"
get_the_phone_c805be4d	ad	This is the Fine Art wing	game/tl/test/day_zero.rpy	385	ad "[what]"
get_the_phone_2c5827ba	t	Please don't mention Van Gogh.	game/tl/test/day_zero.rpy	391	t "[what]"
get_the_phone_af106127	ad	This is the famous self portrait by Van Gogh.	game/tl/test/day_zero.rpy	397	ad "[what]"
get_the_phone_14e35df4	t	God damnit.	game/tl/test/day_zero.rpy	403	t "[what]"
get_the_phone_1533a906	ar	We hate each other.	game/tl/test/day_zero.rpy	409	ar "[what]"
get_the_phone_da3c434a	ar	So much.	game/tl/test/day_zero.rpy	415	ar "[what]"
get_the_phone_75602959	pc	WHAT IS HAPPENING?	game/tl/test/day_zero.rpy	421	pc "[what]"
get_the_phone_375140b6	ad	Next stop, keep up, I have 1078 more calls today	game/tl/test/day_zero.rpy	427	ad "[what]"
get_the_phone_b2221083	ad	This is mixed media	game/tl/test/day_zero.rpy	433	ad "[what]"
get_the_phone_6c048c10	ad	Sunflowers was originally in the fine art wing, until...	game/tl/test/day_zero.rpy	439	ad "[what]"
get_the_phone_43e6e712	ad	Well, we couldn't afford to clean it, so now it's here.	game/tl/test/day_zero.rpy	445	ad "[what]"
get_the_phone_7b931def	gl	I'm young and unsure.	game/tl/test/day_zero.rpy	451	gl "[what]"
get_the_phone_1d0288db	su	I hate this soup.	game/tl/test/day_zero.rpy	457	su "[what]"
get_the_phone_a5d38bcc	ad	That's the tour! Remember to lock up! Fate of the museum is decided in one week!	game/tl/test/day_zero.rpy	463	ad "[what]"
get_the_phone_6559aaad	pc	This sucks	game/tl/test/day_zero.rpy	469	pc "[what]"
get_the_phone_d4588670	v	Psst. Keys are in the drawer.	game/tl/test/day_zero.rpy	475	v "[what]"
get_the_phone_12a43e81	pc	You talk too?	game/tl/test/day_zero.rpy	481	pc "[what]"
get_the_phone_f8448e0b	v	Yeah, don't worry about it. Let me give you helpful advice.	game/tl/test/day_zero.rpy	487	v "[what]"
get_the_phone_c8ebc396	v	This is my helpful advice.	game/tl/test/day_zero.rpy	493	v "[what]"
get_the_phone_3e6ff0cb	pc	This is still weird but thanks for the helpful advice.	game/tl/test/day_zero.rpy	499	pc "[what]"
get_the_phone_1c00aa87	v	You're welcome. Also if the museum closes then I GET CRUSHED INTO A CUBE.	game/tl/test/day_zero.rpy	505	v "[what]"
get_the_phone_a4656164	pc	Oh shit!	game/tl/test/day_zero.rpy	511	pc "[what]"
get_the_phone_e03cb0e8	meta	PC locks up, maybe some more brief encounters with pieces.	game/tl/test/day_zero.rpy	517	meta "[what]"
get_the_phone_2eaba4cb	meta	On the way out, encounter Nighthawks	game/tl/test/day_zero.rpy	523	meta "[what]"
get_the_phone_8d7defe5	n	You reckon they'll stay on?	game/tl/test/day_zero.rpy	529	n "[what]"
get_the_phone_5eaff760	n	Nah, they won't even come back.	game/tl/test/day_zero.rpy	535	n "[what]"
get_the_phone_6051cc78	n	Alright, that's the first day, see you tomorrow.	game/tl/test/day_zero.rpy	541	n "[what]"
final_exhibit_b75fdb4c	meta	It's the final exhibit today!	game/tl/test/ending.rpy	7	meta "[what]"
final_exhibit_476d8530	meta	Current disposition is: [d_Total]	game/tl/test/ending.rpy	13	meta "[what]"
final_exhibit_0a0f7453	meta	That means the museum is saved!	game/tl/test/ending.rpy	19	meta "[what]"
final_exhibit_af9efc4f	meta	That means the museum is closing :(	game/tl/test/ending.rpy	25	meta "[what]"
examplepronouns_7a347222		Show the currently selected pronoun with this code: [selectedpronouns!t]	game/tl/test/pronountool.rpy	7	"[what]"
examplepronouns_f918f2b6		Show a pronoun in the list with this code: [pronounlist[0]!t]	game/tl/test/pronountool.rpy	13	"[what]"
examplepronouns_3be7e7b2		Change the number in the variable to change the pronoun displayed. Here is an example showing #1 in the pronoun list: [pronounlist[1]!t]	game/tl/test/pronountool.rpy	19	"[what]"
examplevariablepronouns_7d1beb60		[they!t!c] went to the supermarket with [their!t] friend.	game/tl/test/pronountool.rpy	25	"[what]"
examplevariablepronouns_026c18e9		He went to the supermarket with his friend.	game/tl/test/pronountool.rpy	31	"[what]"
examplevariablepronouns_1b316ecc		She went to the supermarket with her friend.	game/tl/test/pronountool.rpy	37	"[what]"
examplevariablepronouns_ef4b0e32		They went to the supermarket with their friend.	game/tl/test/pronountool.rpy	43	"[what]"
examplevariablepronouns_7b138cf5		[they!t!c] go[es] and eat[s] the apple.	game/tl/test/pronountool.rpy	49	"[what]"
examplevariablepronouns_9f9ddef8		He goes and eats the apple.	game/tl/test/pronountool.rpy	55	"[what]"
examplevariablepronouns_8e8961a1		She goes and eats the apple.	game/tl/test/pronountool.rpy	61	"[what]"
examplevariablepronouns_ce119f04		They go and eat the apple.	game/tl/test/pronountool.rpy	67	"[what]"
examplevariablepronouns_7a317a9f		I think [they!t] [are!t] saying that the book is [theirs!t].	game/tl/test/pronountool.rpy	73	"[what]"
examplevariablepronouns_0418b857		I think he is saying that the book is his.	game/tl/test/pronountool.rpy	79	"[what]"
examplevariablepronouns_1d1c8335		I think she is saying that the book is hers.	game/tl/test/pronountool.rpy	85	"[what]"
examplevariablepronouns_5cd9bb0c		I think they are saying that the book is theirs.	game/tl/test/pronountool.rpy	91	"[what]"
examplevariablepronounsfrench_930a86b6		[they!t!c] est allé[pp!t] au supermarché avec son ami.	game/tl/test/pronountool.rpy	97	"[what]"
examplevariablepronounsfrench_3509e67f		Il est allé au supermarché avec son ami.	game/tl/test/pronountool.rpy	103	"[what]"
examplevariablepronounsfrench_db5817b6		Elle est allée au supermarché avec son ami.	game/tl/test/pronountool.rpy	109	"[what]"
examplevariablepronounsfrench_9cb5200b		Iel est allé.e au supermarché avec son ami.	game/tl/test/pronountool.rpy	115	"[what]"
exampletexttags_ac6d7888		{0}Text in this tag will only show up when pronoun #0 (he/him in the example) is selected.{/0}	game/tl/test/pronountool.rpy	121	"[what]"
exampletexttags_32971bd0		{1}Text in this tag will only show up when pronoun #1 (she/her in the example) is selected.{/1}	game/tl/test/pronountool.rpy	127	"[what]"
exampletexttags_8c6a9f39		{2}Text in this tag will only show up when pronoun #2 (they/them in the example) is selected.{/2}	game/tl/test/pronountool.rpy	133	"[what]"
exampletexttags_213fe778		You can use multiple tags in the same text, like so: {0}He{/0}{1}She{/1}{2}They{/2} walk{0}s{/0}{1}s{/1} to the park with {0}his{/0}{1}her{/1}{2}their{/2} dog.	game/tl/test/pronountool.rpy	139	"[what]"
start_da4143fd	meta	You picked [selectedpronouns], right on test addition.	game/tl/test/script.rpy	7	meta "[what]"
start_348ccfab	meta	[they!c] [are] eating [their] apple.	game/tl/test/script.rpy	13	meta "[what]"
start_74f9cf85	meta	[they!c] eat[s] [their] apple.	game/tl/test/script.rpy	19	meta "[what]"
